countries,Year,Territorial GHG emissions [t],Residential GHG emissions [t],Transfer GHG emissions [t],Footprint GHG emissions [t],GDP [MIO_EURO],Population,As [t],Pb [t],NOx [t],SOx [t],NH3 [t],PM2.5 [t],PM10 [t],NMVOC [t],Cd [t],Hg [t],Cr [t],Ni [t],External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro],GDP [EURO]
Estonia,2014,20780630.0,23554455.04,1510100.0,22044355.04,20048.2,1315819.0,1.0,7.0,34804.0,44085.0,10958.0,8235.0,17626.0,21727.0,1.0,0.0,4.0,3.0,2151722607.0,2994438580.0,3024509067.0,3867225040.0,11731593037.0,12574309010.0,2326473584.52,3169189557.52,3315760696.2,4158476669.2,13185077357.96,14027793330.96,2231337284.52,3074053257.52,3157200196.2,3999916169.2,12393784957.96,13236500930.96,20048200000.0
Greece,2014,99229780.0,107077482.18,19099600.0,87977882.18,177236.0,10926807.0,4.0,32.0,269223.0,104489.0,65311.0,44464.0,74257.0,175738.0,4.0,2.0,16.0,34.0,16275192926.0,35963403777.0,20442843686.0,40131054537.0,62020121506.0,81708332357.0,16769598163.34,36457809014.34,21266852414.9,40955063265.9,66132317448.32001,85820528299.32,15566323363.34,35254534214.34,19261394414.9,38949605265.9,56124127048.32001,75812337899.32,177236000000.0
Spain,2014,279804260.0,331311441.6,-26837800.0,358149241.6,1032608.0,46512199.0,5.0,103.0,794012.0,242833.0,466390.0,142440.0,218771.0,537593.0,7.0,4.0,24.0,47.0,60243578178.0,143345585403.0,71995357098.0,155097364323.0,189233342038.0,272335349263.0,63488530618.8,146590537843.8,77403611166.0,160505618391.0,216223105196.40002,299325112421.4,65179312018.8,148281319243.8,80221580166.0,163323587391.0,230286112396.40002,313388119621.4,1032608000000.0
Finland,2014,37814980.0,62057408.63,-13828600.0,75886008.63,206897.0,5451270.0,3.0,17.0,151163.0,44251.0,37587.0,19197.0,33625.0,95284.0,1.0,1.0,23.0,17.0,5131819638.0,9450171653.0,6720048798.0,11038400813.0,22564525418.0,26882877433.0,6659092641.690001,10977444656.69,9265503804.150002,13583855819.150002,35267558020.12,39585910035.12,7530294441.69,11848646456.689999,10717506804.15,15035858819.15,42513744420.119995,46832096435.119995,206897000000.0
France,2014,409940550.0,483153048.86,-107575400.0,590728448.86,2149765.0,66165980.0,6.0,98.0,1057786.0,157211.0,600236.0,217302.0,297611.0,1239933.0,3.0,5.0,33.0,44.0,93494342709.0,233383964578.0,110711845809.0,250601467678.0,282476936259.0,422366558128.0,98106730137.18,237996352006.18,118399158189.3,258288780058.3,320840285661.64,460729907530.64,104883980337.18,244773602206.18,129694575189.3,269584197058.3,377209795261.64,517099417130.64,2149765000000.0
Croatia,2014,18151100.0,24499844.64,-1447900.0,25947744.64,44084.2,4246809.0,0.0,8.0,53656.0,13748.0,27923.0,29834.0,44780.0,69003.0,1.0,0.0,2.0,4.0,6667057369.0,19255014711.0,7429403569.0,20017360911.0,15034714469.0,27622671811.0,7067028281.32,19654985623.32,8096021756.200001,20683979098.2,18361456660.36,30949414002.36,7158245981.32,19746203323.32,8248051256.200001,20836008598.2,19120156260.36,31708113602.36,44084200000.0
Hungary,2014,53890690.0,64264267.15,-14091700.0,78355967.15,106263.8,9877365.0,2.0,12.0,126122.0,25791.0,72571.0,48974.0,70849.0,122246.0,2.0,1.0,10.0,3.0,16694135746.0,45742019848.0,18957544726.0,48005428828.0,41537743836.0,70585627938.0,17347671106.45,46395555208.45,20046770326.75,49094654428.75,46973498262.6,76021382364.6,18235448206.45,47283332308.45,21526398826.75,50574282928.75,54357549062.600006,83405433164.6,106263800000.0
Ireland,2014,65047680.0,68779884.95,-10291700.0,79071584.95,195469.9,4637852.0,1.0,9.0,110515.0,17326.0,114714.0,13939.0,29662.0,110410.0,0.0,0.0,4.0,6.0,7382631363.0,12721076086.0,10114633923.0,15453078646.0,37369611843.0,42708056566.0,7617760274.85,12956204997.85,10506515442.75,15844960165.75,39325287236.8,44663731959.8,8266137374.85,13604582097.85,11587143942.75,16925588665.75,44718138036.8,50056582759.8,195469900000.0
Italy,2014,393484620.0,448854102.42,-121893300.0,570747402.4200001,1627405.6,60782668.0,17.0,241.0,764944.0,134081.0,357027.0,161324.0,214691.0,923888.0,4.0,8.0,49.0,32.0,123272704565.0,355082832110.0,139799058605.0,371609186150.0,304669114385.0,536479241930.0,126760981957.46,358571109502.46,145612854259.1,377422981804.1,333682723173.08,565492850718.0801,134440259857.46,366250387402.46,158411650759.1,390221778304.1,397554812373.08,629364939918.0801,1627405600000.0
Lithuania,2014,11103570.0,22394788.04,-8397600.0,30792388.04,36581.3,2943472.0,0.0,4.0,55670.0,13354.0,39207.0,8911.0,26335.0,49163.0,0.0,0.0,1.0,4.0,1936715642.0,4653347752.0,2403065582.0,5119697692.0,7055461412.0,9772093522.0,2648062378.52,5364694488.52,3588643476.2,6305275586.2,12972059664.96,15688691774.96,3177111178.52,5893743288.52,4470391476.2,7187023586.2,17372402064.96,20089034174.96,36581300000.0
Latvia,2014,12137320.0,12302731.24,-4701100.0,17003831.240000002,23625.8,2001468.0,0.0,4.0,38415.0,3893.0,16461.0,19107.0,28405.0,38532.0,1.0,0.0,2.0,0.0,2411719079.0,5945293791.0,2921486519.0,6455061231.0,8007023599.0,11540598311.0,2422139987.12,5955714699.12,2938854699.2,6472429411.2,8093699088.76,11627273800.76,2718309287.12,6251883999.12,3432470199.2000003,6966044911.200001,10557075488.76,14090650200.76,23625800000.0
Malta,2014,2803030.0,3062574.9,-5247100.0,8309674.9,8751.1,429424.0,0.0,1.0,6976.0,4820.0,1416.0,565.0,1349.0,3229.0,0.0,0.0,0.0,5.0,372888275.0,689173255.0,490615535.0,806900515.0,1665085105.0,1981370085.0,389239603.7,705524583.7,517867749.5,834152729.5,1801086632.6,2117371612.6,719806903.7,1036091883.7,1068813249.5,1385098229.5,4550567032.6,4866852012.6,8751100000.0
Netherlands,2014,192931270.0,209940042.52,-13253000.0,223193042.52,671560.0,16829289.0,1.0,9.0,284866.0,30258.0,127273.0,18036.0,31861.0,244538.0,3.0,1.0,4.0,2.0,29543808342.0,66931922852.0,37646921682.0,75035036192.0,118485123812.0,155873238322.0,30615361010.760002,68003475520.76,39432842796.600006,76820957306.6,127397720612.48001,164785835122.48,31450300010.760002,68838414520.76,40824407796.600006,78212522306.6,134342292612.48001,171730407122.48,671560000000.0
Norway,2014,36040260.0,68557348.23,-3500700.0,72058048.23,378456.4,5109056.0,1.0,6.0,187719.0,17000.0,31329.0,25928.0,35761.0,168150.0,0.0,0.0,5.0,0.0,4777496150.235294,9202101059.235294,6291187070.235294,10715791979.235294,21392056010.235294,25816660919.235294,6826072708.725295,11250677617.725296,9705481334.385296,14130086243.385296,38431010242.755295,42855615151.755295,7046616808.725295,11471221717.725296,10073054834.385296,14497659743.385296,40265377042.755295,44689981951.755295,378456400000.0
Poland,2014,348084170.0,390900217.63,8053500.0,382846717.63,406412.5,38017856.0,16.0,309.0,729425.0,654037.0,289594.0,300588.0,401647.0,710663.0,10.0,9.0,43.0,77.0,81367268899.0,177059287591.0,95986804039.0,191678822731.0,241834071269.0,337526089961.0,84064679899.69,179756698591.69,100482489040.15,196174507732.15,264269680227.12,359961698919.12,83557309399.69,179249328091.69,99636871540.15,195328890232.15,260049646227.12,355741664919.12,406412500000.0
Portugal,2014,59065260.0,67136692.15,-1020500.0,68157192.15,173053.7,10427301.0,2.0,26.0,167459.0,43146.0,56730.0,47101.0,58160.0,141785.0,2.0,1.0,7.0,22.0,13200482858.0,33398050860.0,15681223778.0,35878791780.0,40429567718.0,60627135720.0,13708983083.45,33906551085.45,16528724153.75,36726292155.75,44658998164.600006,64856566166.600006,13773274583.45,33970842585.45,16635876653.75,36833444655.75,45193740164.600006,65391308166.600006,173053700000.0
Romania,2014,67009770.0,119807447.73,-2500100.0,122307547.73,150522.4,19947311.0,4.0,43.0,221755.0,181047.0,165482.0,113635.0,150723.0,241850.0,3.0,2.0,13.0,12.0,29939617796.0,84036491288.0,32754028136.0,86850901628.0,60831121766.0,114927995258.0,33265871492.99,87362744984.99,38297784297.65,92394657789.65,88497104896.52,142593978388.52002,33423377792.99,87520251284.99,38560294797.65,92657168289.65,89807157296.52,143904030788.52002,150522400000.0
Sweden,2014,5804530.0,56964383.7,-29682000.0,86646383.7,438833.9,9644864.0,1.0,9.0,150788.0,19702.0,53684.0,20201.0,38447.0,155814.0,1.0,0.0,5.0,7.0,2937207146.0,7575225869.0,3180997406.0,7819016129.0,5613095476.0,10251114199.0,6160277929.1,10798296652.1,8552782044.5,13190800767.5,32420858814.800003,37058877537.8,8030243929.1,12668262652.1,11669392044.5,16307410767.5,47974226814.8,52612245537.8,438833900000.0
Slovenia,2014,17435150.0,15697684.33,-4014100.0,19711784.33,37634.3,2061085.0,1.0,6.0,38772.0,7830.0,18638.0,12087.0,13678.0,32163.0,1.0,0.0,2.0,2.0,5593957335.0,15148131279.0,6326233635.0,15880407579.0,13631561485.0,23185735429.0,5484496997.79,15038670941.79,6143799739.65,15697973683.65,12721129473.92,22275303417.92,5737385297.79,15291559241.79,6565280239.65,16119454183.65,14824517873.919998,24378691817.92,37634300000.0
Slovakia,2014,34957290.0,40222973.29,-5942600.0,46165573.29,76354.5,5415949.0,1.0,8.0,66193.0,44427.0,28797.0,16005.0,22411.0,90807.0,1.0,0.0,3.0,1.0,8152527249.0,19348449639.0,9620733429.0,20816655819.0,24267837939.0,35463760329.0,8484265296.27,19680187686.27,10173630174.45,21369552564.45,27027055982.96,38222978372.96,8858649096.27,20054571486.27,10797603174.45,21993525564.45,30140978382.96,41336900772.96,76354500000.0
Belgium,2015,118134150.0,120029422.97,-107228100.0,227257522.97,416701.4,11237274.0,1.0,36.0,200733.0,41034.0,71773.0,22008.0,31017.0,118887.0,2.0,1.0,9.0,5.0,25591497065.0,63322667918.0,30553131365.0,68284302218.0,80051340215.0,117782511068.0,25710899262.11,63442070115.11,30752135026.85,68483305879.85,81044463251.28,118775634104.28,32466269562.11,70197440415.11,42011085526.85,79742256379.85,137231987651.28,174963158504.28,416701400000.0
Bulgaria,2015,52804670.0,61874915.11,7599500.0,54275415.11,45797.8,7202198.0,2.0,12.0,116994.0,135141.0,41031.0,34150.0,51272.0,96217.0,1.0,0.0,4.0,5.0,13705338873.0,38392429501.0,15923135013.0,40610225641.0,38048291743.0,62735382371.0,14276764314.93,38963854942.93,16875510749.55,41562601377.55,42801100180.64,67488190808.64,13797995814.93,38485086442.93,16077563249.55,40764653877.55,38818962180.64,63506052808.64,45797800000.0
Cyprus,2015,8115410.000000001,8280718.44,280210.0,8000508.44,17944.2,847008.0,0.0,1.0,13744.0,12846.0,4968.0,910.0,1565.0,7022.0,0.0,0.0,0.0,5.0,858723998.0,1158184888.0,1199571218.0,1499032108.0,4599928008.0,4899388898.0,869138429.72,1168599319.72,1216928604.2,1516389494.2,4686549630.56,4986010520.56,851485199.72,1150946089.72,1187506554.2,1486967444.2,4539719590.56,4839180480.56,17944200000.0
Czechia,2015,122348180.0,118714007.71,545440.0,118168567.71,169558.2,10538275.0,2.0,22.0,206411.0,129375.0,78529.0,30825.0,44475.0,214775.0,1.0,2.0,10.0,5.0,23792391600.0,57009750784.0,28931015160.0,62148374344.0,80194902580.0,113412261764.0,23563438745.73,56780797929.729996,28549427069.55,61766786253.55,78290596300.04,111507955484.04,23529076025.73,56746435209.729996,28492155869.55,61709515053.55,78004785740.04,111222144924.04,169558200000.0
Germany,2015,885486290.0,959318526.14,-95379100.0,1054697626.14,3026180.0,81197537.0,7.0,163.0,1368451.0,334491.0,643722.0,102847.0,215822.0,1146519.0,12.0,9.0,76.0,135.0,141264794734.0,334580059124.0,178455218914.0,371770483304.0,549473974424.0,742789238814.0,145916225610.82,339231490000.82,186207603708.7,379522868098.7,588162066161.36,781477330551.36,151925108910.82,345240373300.82,196222409208.7,389537673598.7,638140714561.36,831455978951.36,3026180000000.0
Denmark,2015,50507340.0,86881709.99,-13976000.0,100857709.99,273017.6,5659715.0,0.0,15.0,109051.0,9665.0,79388.0,16855.0,26901.0,114788.0,1.0,0.0,2.0,3.0,6914467042.0,13603648774.0,9035775322.0,15724957054.0,30198350782.0,36887532514.0,9206052351.369999,15895234083.369999,12855084170.949999,19544265902.949997,49258520656.759995,55947702388.759995,10086540351.369999,16775722083.369999,14322564170.949999,21011745902.949997,56581944656.759995,63271126388.759995,273017599999.99997
Estonia,2015,17188670.0,20424341.28,-2167200.0,22591541.28,20631.4,1314870.0,1.0,6.0,30631.0,36173.0,10940.0,6652.0,14569.0,21562.0,1.0,0.0,3.0,3.0,1834254942.0,2553330259.0,2556179082.0,3275254399.0,9758231812.0,10477307129.0,2038102232.64,2757177549.6400003,2895924566.4,3614999883.4,11453723562.720001,12172798879.720001,2174635832.6400003,2893711149.6400003,3123480566.4,3842555883.4,12589336362.720001,13308411679.720001,20631400000.0
Greece,2015,91712020.0,104919206.25,19043300.0,85875906.25,176368.9,10858018.0,3.0,15.0,263015.0,101664.0,64074.0,41898.0,67851.0,168744.0,2.0,1.0,17.0,40.0,14469112802.0,33217720780.0,18321017642.0,37069625620.0,56748354022.0,75496962000.0,15301165535.75,34049773513.75,19707772198.25,38456380176.25,63668919617.0,82417527595.0,14101437635.75,32850045613.75,17708225698.25,36456833676.25,53690230417.0,72438838395.0,176368900000.0
Spain,2015,289064890.0,343729735.82,-10898900.0,354628635.82,1078092.0,46449565.0,6.0,98.0,812261.0,260446.0,470503.0,153194.0,237757.0,550288.0,8.0,5.0,25.0,45.0,63027531057.0,150812837890.0,75168256437.0,162953563270.0,196286445347.0,284071752180.0,66471416343.66,154256723176.66,80908065248.1,168693372081.1,224930824556.68,312716131389.68,67158047043.66,154943353876.66,82052449748.1,169837756581.1,230641848156.68,318427154989.68,1078092000000.0
Finland,2015,38364620.0,58735712.03,-10936800.0,69672512.03,211385.0,5471753.0,2.0,15.0,139294.0,40829.0,36197.0,17406.0,31087.0,90587.0,1.0,1.0,17.0,16.0,4926541146.0,8912283072.0,6537855186.0,10523597112.0,22612630966.0,26598372892.0,6209919943.889999,10195661869.89,8676819849.150002,12662561775.150002,33287083189.72,37272825115.72,6898938343.89,10884680269.89,9825183849.150002,13810925775.150002,39017966389.72,43003708315.72,211385000000.0
France,2015,417482930.0,485608723.21,-91050600.0,576659323.21,2198432.0,66458153.0,6.0,92.0,1035204.0,149836.0,602863.0,219647.0,301111.0,1211014.0,3.0,4.0,34.0,40.0,93340043453.0,232285827808.0,110874326513.0,249820110868.0,285799674183.0,424745458538.0,97631968425.23,236577752780.22998,118027534800.04999,256973319155.05,321497589825.04,460443374180.04,103368156225.23001,242313940580.23,127587847800.05,266533632155.05,369208104225.04004,508153888580.04004,2198432000000.0
Croatia,2015,18912650.0,24997851.56,-3660700.0,28658551.56,45360.7,4225316.0,0.0,8.0,54363.0,15615.0,31041.0,31974.0,40445.0,70079.0,1.0,0.0,2.0,4.0,6790960644.0,19555458021.0,7585291944.0,20349789321.0,15509692294.0,28274189671.0,7174328342.28,19938825719.28,8224238107.799999,20988735484.8,18698337911.44,31462835288.44,7404952442.28,20169449819.28,8608611607.8,21373108984.8,20616544711.44,33381042088.44,45360700000.0
Hungary,2015,56513400.0,67796888.03,-12556400.0,80353288.03,112791.0,9855571.0,2.0,13.0,128341.0,23779.0,76275.0,50979.0,71632.0,126259.0,2.0,1.0,13.0,3.0,17184824294.0,46897798796.0,19558387094.0,49271361596.0,43237501694.0,72950476196.0,17895684039.89,47608658541.89,20743153337.15,50456127839.15,49150049421.72,78863023923.72,18686737239.89,48399711741.89,22061575337.15,51774549839.15,55729603021.72,85442577523.72,112791000000.0
Ireland,2015,67983440.0,71632280.7,-7674800.0,79307080.7,263506.8,4677627.0,2.0,9.0,113379.0,15903.0,120000.0,14437.0,30589.0,111759.0,0.0,0.0,4.0,6.0,7621372794.0,13031945832.0,10476677274.0,15887250312.0,38961738634.0,44372311672.0,7851249758.1,13261822796.1,10859805547.5,16270378585.5,40873731160.8,46284304198.8,8334762158.1,13745335196.1,11665659547.5,17076232585.5,44895326360.8,50305899398.8,263506800000.0
Italy,2015,401771670.0,458686084.41,-92428200.0,551114284.4100001,1655355.0,60795612.0,9.0,231.0,728339.0,127509.0,357400.0,169137.0,247820.0,899397.0,4.0,7.0,48.0,33.0,126863921479.0,367625533975.0,143738331619.0,384499944115.0,312080661349.0,552842273845.0,130449529586.83,371211142082.83,149714345132.05,390475957628.05,341903814499.84,582665426995.8401,136272506186.83,377034118682.83,159419306132.05002,400180918628.05,390336191299.84,631097803795.8401,1655355000000.0
Lithuania,2015,12236630.0,23053637.42,-7360200.0,30413837.42,37345.7,2921262.0,0.0,4.0,57477.0,15319.0,39749.0,9195.0,30113.0,50196.0,0.0,0.0,2.0,4.0,2087890464.0,4993320996.0,2601828924.0,5507259456.0,7728976894.0,10634407426.0,2769361931.46,5674792463.46,3737614703.1000004,6643045235.1,13397088782.080002,16302519314.080002,3233054531.46,6138485063.46,4510435703.1,7415866235.1,17253833582.08,20159264114.08,37345700000.0
Latvia,2015,10920710.0,12499874.08,-4706200.0,17206074.08,24572.1,1986096.0,0.0,4.0,37760.0,3585.0,16082.0,16465.0,27229.0,35764.0,1.0,0.0,1.0,0.0,2232105470.0,5499910067.0,2690775290.0,5958579887.0,7266552780.0,10534357377.0,2331592807.04,5599397404.04,2856587518.4,6124392115.4,8094034757.92,11361839354.92,2628083407.04,5895888004.04,3350738518.3999996,6618543115.4,10560083557.919998,13827888154.919998,24572100000.0
Malta,2015,2125350.0,2378332.67,-6762000.0,9140332.67,9996.7,439691.0,0.0,1.0,5776.0,2279.0,1381.0,422.0,1146.0,3168.0,0.0,0.0,0.0,2.0,297480978.0,549953804.0,386745678.0,639218504.0,1277267328.0,1529740154.0,313418886.21000004,565891712.21,413308858.35,665781684.35,1409830247.08,1662303073.08,739424886.21,991897712.21,1123318858.35,1375791684.35,4953118247.08,5205591073.08,9996700000.0
Netherlands,2015,199875960.0,217010112.21,-5440900.0,222451012.21,690008.0,16900726.0,1.0,9.0,282329.0,31036.0,128739.0,18076.0,31802.0,252525.0,3.0,1.0,4.0,2.0,30023459281.0,67486863767.0,38418249601.0,75881654087.0,122166276841.0,159629681327.0,31102910870.230003,68566315356.23,40217335583.05,77680740069.05,131144572599.04001,168607977085.04,31445687570.230003,68909092056.23,40788630083.05,78252034569.05,133995604199.04001,171459008685.04,690008000000.0
Norway,2015,41308210.0,75541536.95,-4918600.0,80460136.95,349756.7,5165802.0,1.0,6.0,179745.0,16638.0,31311.0,25885.0,35615.0,163927.0,1.0,0.0,4.0,0.0,5241055474.941176,9563215791.941177,6976000294.941176,11298160611.941177,24284140284.941177,28606300601.941177,7397755072.791177,11719915389.791176,10570499624.691177,14892659941.691177,42222403606.74118,46544563923.74118,7707626872.791177,12029787189.791176,11086952624.691177,15409112941.691177,44799750006.74118,49121910323.74118,349756700000.0
Poland,2015,354798060.0,393626547.79,1670700.0,391955847.79,429834.6,38005614.0,17.0,302.0,721097.0,638533.0,289392.0,297241.0,394534.0,733521.0,11.0,9.0,44.0,84.0,81150958493.0,175594885360.0,96052477013.0,190496403880.0,244712864153.0,339156791020.0,83597153223.77,178041080090.77002,100129468230.95001,194573395097.95,265058991754.96002,359502918621.96,83491899123.77,177935825990.77002,99954044730.95001,194397971597.95,264183544954.96002,358627471821.96,429834600000.0
Portugal,2015,64540400.00000001,71151205.76,292770.0,70858435.76,179713.2,10374822.0,2.0,26.0,169771.0,45337.0,57668.0,46953.0,57590.0,141840.0,2.0,1.0,8.0,23.0,13564131217.0,33798775473.0,16274828017.0,36509472273.0,43317255617.0,63551899873.0,13980611979.880001,34215256235.88,16968962621.8,37203606877.8,46781317835.240005,67015962091.240005,13962167469.880001,34196811725.88,16938221771.8,37172866027.8,46627906355.240005,66862550611.240005,179713200000.0
Romania,2015,66802030.0,118880437.51,-1462700.0,120343137.51,160287.8,19870647.0,5.0,46.0,220706.0,148895.0,169522.0,108578.0,145023.0,239188.0,3.0,2.0,14.0,11.0,28866754067.0,80375406704.0,31672439327.0,83181091964.0,59662489897.0,111171142534.0,32147693740.13,83656346377.13,37140672115.55,88649324752.55,86951575432.24,138460228069.24,32239843840.13,83748496477.13,37294255615.55,88802908252.55,87718030232.24,139226682869.24,160287800000.0
Sweden,2015,7145300.0,57464769.83,-27849100.0,85313869.83,455494.7,9747355.0,1.0,8.0,146879.0,16720.0,53751.0,18873.0,37326.0,157174.0,0.0,0.0,5.0,7.0,2729463268.0,7201350318.0,3029565868.0,7501452918.0,6023446568.0,10495333618.0,5899589867.29,10371476917.29,8313110200.15,12784997250.15,32390848758.92,36862735808.92,7654083167.29,12125970217.29,11237265700.15,15709152750.15,46983777158.92,51455664208.92,455494700000.0
Slovenia,2015,17720910.0,16266917.3,-3940300.0,20207217.3,38852.6,2062874.0,1.0,6.0,35146.0,5595.0,19097.0,12953.0,14530.0,32561.0,1.0,0.0,2.0,2.0,5630195836.0,15221510209.0,6374474056.0,15965788429.0,13799535346.0,23390849719.0,5538594295.9,15129908668.9,6221804822.5,15813119195.5,13037643171.2,22628957544.2,5786833195.9,15378147568.9,6635536322.5,16226850695.5,15102360371.2,24693674744.2,38852600000.0
